wandb_id,condition,seed,delay_k,step,reward_mean,lifespan_mean,fm_mse_eval,fm_mse_train_p50,fm_mse_train_p25,fm_mse_train_p75,action_sigma,encoder_kl,joint_l2_error,termination_rate
dgv264dt,expfm_2g,42,0,200048640,1882.986083984375,441.564453125,0.0002184237528126,0.0006423849845305,0.0005291822599247,0.0008279829053208,0.3755668103694916,13.98969268798828,1.3162524700164795,0.0001359147863695
dgv264dt,expfm_2g,42,0,210042880,1882.8388671875,441.021484375,0.0001224056031787,0.0004113454488106,0.0003084013005718,0.0005878743249922,0.3755298256874084,14.112110137939451,1.3144314289093018,0.0001406645460519
dgv264dt,expfm_2g,42,0,220037120,1896.4100341796875,442.54296875,0.0003387070901226,0.0014603015733882,0.0012875548563897,0.0016984606627374,0.36993408203125,14.188002586364746,1.3025617599487305,0.0001096906053135
dgv264dt,expfm_2g,42,0,230031360,1905.7335205078125,443.8720703125,0.0001087120181182,0.0003972316626459,0.0002968026674352,0.0005685347714461,0.3699081838130951,14.181791305541992,1.274170160293579,7.693310908507556e-05
dgv264dt,expfm_2g,42,0,240025600,1892.762939453125,441.685546875,0.0003699648950714,0.0018641803180798,0.0016917639877647,0.0021017000544816,0.3641471564769745,15.080636978149414,1.2668030261993408,0.0001303886383539
dgv264dt,expfm_2g,42,0,250019840,1897.398193359375,440.99609375,0.000466654455522,0.0020251786336302,0.0017995294183492,0.0023470604792237,0.3595759272575378,14.812767028808594,1.290583610534668,0.0001623608986847
dgv264dt,expfm_2g,42,0,260014080,1919.2032470703125,443.537109375,0.0002107872569467,0.0004674007068388,0.0003696795320138,0.0006217990885488,0.3554781377315521,15.051783561706545,1.26340651512146,0.0001110966841224
dgv264dt,expfm_2g,42,0,270008320,1891.5875244140625,438.53125,0.0016488396795466,0.0008227896178141,0.0007204607827588,0.0009826633613556,0.3504210412502289,15.60456085205078,1.2989017963409424,0.0002312543510925
dgv264dt,expfm_2g,42,0,280002560,1921.61181640625,442.904296875,0.0029568106401711,0.000446050078608,0.0003640780632849,0.0005751968128606,0.3487745225429535,16.147918701171875,1.2530595064163208,0.0001021260104607
dgv264dt,expfm_2g,42,0,290078720,1927.7841796875,443.3515625,0.0001042144285747,0.0003366440651006,0.0002600471780169,0.000458099937532,0.3430068790912628,16.258743286132812,1.2396012544631958,8.919537503970787e-05
dgv264dt,expfm_2g,42,0,300072960,1933.423828125,445.0263671875,0.0018022825242951,0.0006142354104667,0.0005043972632847,0.0007717347471043,0.3403178453445434,15.749821662902832,1.2575559616088867,5.784224049421027e-05
dgv264dt,expfm_2g,42,0,310067200,1928.790771484375,441.61328125,0.0002758082991931,0.0013131966115906,0.001166955102235,0.001502287806943,0.338375061750412,16.01005744934082,1.2174453735351562,0.0001413159188814
dgv264dt,expfm_2g,42,0,320061440,1931.1654052734373,442.70703125,0.0005431624595075,0.000463624135591,0.000382424070267,0.0005870190216228,0.3335844874382019,16.71977424621582,1.2317554950714111,0.000122109951917
dgv264dt,expfm_2g,42,0,330055680,1928.481201171875,442.89453125,0.0007686068420298,0.0054360507056117,0.005018507130444,0.0059667672030627,0.3346395492553711,16.211864471435547,1.2384874820709229,0.0001089143479475
dgv264dt,expfm_2g,42,0,340049920,1930.8489990234373,441.99609375,0.00028353696689,0.0012930179946124,0.0011292021954432,0.0015036452095955,0.3342952728271484,16.581523895263672,1.2453086376190186,0.0001462937652831
dgv264dt,expfm_2g,42,0,350044160,1946.867431640625,444.234375,0.0011231182143092,0.0003908543149009,0.0003154191945213,0.0005085277371108,0.3297928869724273,16.527297973632812,1.211000680923462,7.221566920634359e-05
dgv264dt,expfm_2g,42,0,360038400,1958.398193359375,446.234375,0.0003363978757988,0.0008455745410174,0.0007355088600888,0.0009998234454542,0.3316963613033294,16.414260864257812,1.215808987617493,1.6107383999042213e-05
dgv264dt,expfm_2g,42,0,370032640,1953.4490966796875,444.890625,0.0003818372497335,0.0024075710680335,0.0022367550991475,0.0026261508464813,0.3283104598522186,16.813758850097656,1.2108190059661863,4.263741720933467e-05
dgv264dt,expfm_2g,42,0,380026880,1954.8883056640625,444.8935546875,0.0007070905994623,0.0022459495812654,0.0020269355736672,0.0025418780278414,0.3202312886714935,16.89841079711914,1.2137187719345093,5.808342029922642e-05
dgv264dt,expfm_2g,42,0,390021120,1954.0870361328125,445.6728515625,0.0001368675439152,0.0004003914364147,0.0003302150871604,0.0005072507774457,0.32060307264328,16.968238830566406,1.2056875228881836,3.0975024856161326e-05
dgv264dt,expfm_2g,42,0,400015360,1947.90185546875,444.1728515625,0.0005172632518224,0.0005932477652095,0.0005126726464368,0.0007100898073986,0.3206523656845093,17.304359436035156,1.210714340209961,7.317071140278131e-05
dgv264dt,expfm_2g,42,0,410009600,1940.540771484375,442.9326171875,0.0037330056075006,0.0003374481457285,0.0002656543510966,0.0004483821394387,0.3196505904197693,17.364469528198242,1.2173035144805908,0.0001176115911221
dgv264dt,expfm_2g,42,0,420003840,1962.72119140625,445.1123046875,0.0001897138135973,0.0008830326260067,0.0007764417096041,0.0010340345324948,0.317242681980133,17.043304443359375,1.2082476615905762,7.19215749995783e-05
dgv264dt,expfm_2g,42,0,430080000,1955.789306640625,444.2265625,0.0003930953971575,0.0026603180449455,0.0023818244226276,0.0030068925116211,0.3225086033344269,17.24881362915039,1.2066318988800049,7.74692598497495e-05
dgv264dt,expfm_2g,42,0,440074240,1962.5263671875,445.1201171875,0.0002916233497671,0.0005940018454566,0.0004956306656822,0.0007316814735531,0.3198999762535095,17.05198097229004,1.1940841674804688,5.095025699120015e-05
dgv264dt,expfm_2g,42,0,450068480,1957.322509765625,444.4658203125,0.0002234336279798,0.0013040348421782,0.0011093721259385,0.0015634994488209,0.3271553516387939,17.305660247802734,1.1906359195709229,6.207879778230563e-05
dgv264dt,expfm_2g,42,0,460062720,1964.838134765625,444.6259765625,0.0065361568704247,0.0003199088969267,0.0002551039797253,0.0004185779835097,0.3209278881549835,17.505897521972656,1.195436954498291,6.048346767784096e-05
dgv264dt,expfm_2g,42,0,470056960,1946.832763671875,442.1943359375,0.0015716407215222,0.0008775689639151,0.00076727574924,0.0010314271785318,0.3146705627441406,17.61449432373047,1.2001750469207764,0.0001212841088999
dgv264dt,expfm_2g,42,0,480051200,1963.37109375,444.9580078125,0.0003805005690082,0.0003225401160307,0.0002508945181034,0.0004340031882748,0.3094351291656494,17.52897834777832,1.200041651725769,4.755002737510949e-05
dgv264dt,expfm_2g,42,0,490045440,1967.5556640625,446.1767578125,0.0003364881267771,0.0002962898579426,0.0002287247625645,0.0004008882388006,0.3227314352989197,17.21678352355957,1.2001142501831057,1.883041113615036e-05
dgv264dt,expfm_2g,42,0,500039680,1970.44287109375,445.3046875,0.003179058432579,0.0003540114848874,0.0002857654762919,0.000455700646853,0.3094152212142944,17.94414520263672,1.1986443996429443,4.251091377227567e-05
dgv264dt,expfm_2g,42,0,510033920,1968.972412109375,444.236328125,0.0001605003199074,0.0002865687711164,0.000223227762035,0.0003867708728648,0.3043281733989715,17.729572296142578,1.193644642829895,6.748686428181827e-05
dgv264dt,expfm_2g,42,0,520028160,1967.70166015625,445.62109375,0.0006225465331226,0.0004077922494616,0.0003236720222048,0.0005340371280908,0.3125907778739929,17.772815704345703,1.2002675533294678,3.5691904486157e-05
dgv264dt,expfm_2g,42,0,530022400,1967.849609375,445.455078125,0.0002753893204499,0.0007337670540437,0.0006308603915385,0.0008893363410606,0.3197567760944366,17.256420135498047,1.190656065940857,3.682353781186976e-05
dgv264dt,expfm_2g,42,0,540016640,1977.2716064453125,445.53515625,0.0005840610247105,0.001762653933838,0.0015411666827276,0.0020106243900954,0.3073275685310364,18.27054977416992,1.1820671558380127,3.955654392484576e-05
dgv264dt,expfm_2g,42,0,550010880,1954.657470703125,442.4013671875,0.0001202652711072,0.0003126578521914,0.0002364070387557,0.0004297995474189,0.3101345896720886,17.61566162109375,1.2219464778900146,0.0001179888204205
dgv264dt,expfm_2g,42,0,560005120,1972.10986328125,445.7177734375,8.369560237042606e-05,0.0002956391545012,0.0002216810535173,0.0004121126257814,0.3119712173938751,17.78233528137207,1.196836233139038,3.388043842278421e-05
dgv264dt,expfm_2g,42,0,570081280,1965.078857421875,445.4619140625,0.0002779698988888,0.0008292912971228,0.000703964557033,0.0010021921480074,0.3028939962387085,18.490835189819336,1.208361268043518,4.135347990086302e-05
dgv264dt,expfm_2g,42,0,580075520,1957.319580078125,443.1337890625,0.0001954628678504,0.0005992006044834,0.0005123103619553,0.0007236564415507,0.3112781047821045,17.598445892333984,1.192510962486267,0.0001015697125694
dgv264dt,expfm_2g,42,0,590069760,1981.7926025390625,446.169921875,0.0001670578785706,0.000303506210912,0.0002380307851126,0.000400931603508,0.3104426860809326,17.795106887817383,1.170842170715332,2.1471678337547928e-05
dgv264dt,expfm_2g,42,0,600064000,1976.1494140625,445.228515625,0.0006330204196274,0.0004537518834695,0.000380655110348,0.0005599150317721,0.2975364923477173,18.6112060546875,1.1893291473388672,4.448225809028372e-05
dgv264dt,expfm_2g,42,0,610058240,1987.802490234375,446.5712890625,0.0001964402908924,0.0002728512627072,0.0002080412959912,0.0003708823351189,0.2997416257858276,18.20368766784668,1.1902363300323486,1.1042202459066177e-05
dgv264dt,expfm_2g,42,0,620052480,1977.340576171875,446.2734375,0.000106051142211,0.0003649530699476,0.0002855985076166,0.0004829149111174,0.3056953847408294,18.41061782836914,1.187175154685974,1.677045293035917e-05
dgv264dt,expfm_2g,42,0,630046720,1935.5838623046875,441.9423828125,0.0040886960923671,0.0006452167872339,0.0005412896862253,0.0007910468266345,0.3075824677944183,18.00218963623047,1.2057087421417236,0.0001233242510352
dgv264dt,expfm_2g,42,0,640040960,1970.44873046875,444.1142578125,0.0028123720549046,0.0010808365186676,0.0009477352141402,0.0012542442418634,0.3007694184780121,18.503427505493164,1.177133321762085,6.626774120377377e-05
dgv264dt,expfm_2g,42,0,650035200,1974.5142822265625,446.8154296875,0.0010014522122219,0.0013135157059878,0.0011271979892626,0.0015595690347254,0.3069342076778412,17.871116638183594,1.2024167776107788,2.2816880118625704e-06
dgv264dt,expfm_2g,42,0,660029440,1976.99951171875,445.0771484375,0.0013048646505922,0.0009400231065228,0.0008203659090213,0.0011027867440134,0.3114435970783233,17.707740783691406,1.1795103549957275,6.997943273745477e-05
dgv264dt,expfm_2g,42,0,670023680,1963.58642578125,443.443359375,0.0001936992339324,0.0011875762138515,0.0010222857818007,0.0014200648292899,0.3005327582359314,18.047971725463867,1.1930055618286133,9.233132004737854e-05
dgv264dt,expfm_2g,42,0,680017920,1990.2734375,446.3955078125,0.0012961204629391,0.0008103873115032,0.0007205549045465,0.000931434566155,0.2967455387115478,18.784591674804688,1.161113739013672,1.0260940143780315e-05
dgv264dt,expfm_2g,42,0,690012160,1990.05712890625,446.30078125,0.0001171516778413,0.0002947046305052,0.0002251179394079,0.0003980804176535,0.2914427816867828,19.065696716308597,1.1691206693649292,1.687191252131015e-05
dgv264dt,expfm_2g,42,0,700006400,1986.9718017578125,445.62890625,0.0001458538754377,0.0016648710006847,0.0014296504668891,0.0019538961350917,0.2888820767402649,19.251707077026367,1.1692707538604736,2.7984564439975657e-05
dgv264dt,expfm_2g,42,0,710000640,1990.740478515625,446.265625,0.0020743238274008,0.0008340893546119,0.0007122384267859,0.0009947391226887,0.2969892919063568,18.445297241210938,1.163494348526001,1.6918160326895304e-05
dgv264dt,expfm_2g,42,0,720076800,1984.0809326171875,445.8232421875,0.0018132019322365,0.0058023454621434,0.00525713711977,0.0064096795395016,0.3047956526279449,18.075572967529297,1.1772301197052002,3.016969822056126e-05
dgv264dt,expfm_2g,42,0,730071040,1988.697509765625,445.7041015625,0.0001919846981763,0.0002893299097195,0.0002203048643423,0.0003926103236153,0.2931330502033233,18.910194396972656,1.1632379293441772,3.020108852069825e-05
dgv264dt,expfm_2g,42,0,740065280,1988.382568359375,445.673828125,0.0001931673905346,0.000668131862767,0.0005702223279513,0.0008039231761358,0.3087666034698486,18.327869415283203,1.1726092100143433,3.634071254055016e-05
dgv264dt,expfm_2g,42,0,750059520,1996.54541015625,446.8203125,0.0004442910139914,0.0039563835598528,0.0035228303167968,0.0044313352555036,0.2973141074180603,18.607023239135746,1.1693847179412842,2.353162699364475e-06
dgv264dt,expfm_2g,42,0,760053760,1991.866943359375,446.1630859375,0.0001722363522276,0.0003639776550699,0.0002872244513127,0.0004785300989169,0.2959382236003876,18.50631332397461,1.1732699871063232,1.76067442225758e-05
dgv264dt,expfm_2g,42,0,770048000,1987.2423095703125,445.3515625,0.0001124118789448,0.0005158440908417,0.0003932243271265,0.0006958896410651,0.3030973672866821,18.16138458251953,1.1585664749145508,4.522384188021533e-05
dgv264dt,expfm_2g,42,0,780042240,1994.0499267578125,446.453125,0.0004639615945052,0.0021375375799834,0.0019207100849598,0.0024061664007604,0.2915041148662567,19.3194637298584,1.1666858196258545,1.5646477550035343e-05
dgv264dt,expfm_2g,42,0,790036480,1991.010009765625,446.0205078125,0.0006797856767661,0.0005247114459052,0.0004353819531388,0.0006503869080916,0.2945770621299743,18.471567153930664,1.1648900508880615,2.8971729989279996e-05
dgv264dt,expfm_2g,42,0,800030720,1988.56982421875,446.0673828125,0.0003602417127694,0.0009415794629603,0.0008088059257715,0.0011267801746726,0.2940458655357361,18.965087890625,1.1818759441375732,1.9622028048615903e-05
dgv264dt,expfm_2g,42,0,810024960,1997.61669921875,446.48828125,0.0002042744599748,0.0004295389808248,0.0003578721662051,0.0005292853456921,0.2849528789520263,19.673728942871094,1.164583444595337,9.117031368077733e-06
dgv264dt,expfm_2g,42,0,820019200,2001.0120849609373,446.837890625,0.0003437850973568,0.0010330218356102,0.0009260941296815,0.0011777412146329,0.2978546023368835,18.583778381347656,1.1551811695098877,0.0
dgv264dt,expfm_2g,42,0,830013440,1976.908447265625,444.6123046875,0.0003903055912815,0.0004549257864709,0.0003791821654886,0.0005617868155241,0.2894031107425689,19.54779815673828,1.1667416095733645,6.040403968654573e-05
dgv264dt,expfm_2g,42,0,840007680,1996.0753173828125,445.5634765625,7.495231693610549e-05,0.0003041906747967,0.0002390232984907,0.0004013083525933,0.2933538258075714,18.795907974243164,1.150309920310974,5.825821790494956e-05
dgv264dt,expfm_2g,42,0,850001920,1991.692138671875,446.421875,0.0020510286558419,0.0010415409924462,0.0008809124119579,0.0012416479876264,0.3042968511581421,17.916362762451172,1.16878080368042,1.0769470463856123e-05
dgv264dt,expfm_2g,42,0,860078080,1998.6597900390625,446.6748046875,0.0024664965458214,0.0005276341107673,0.0004289572825655,0.0006708193104714,0.2962189316749573,18.78439712524414,1.1600443124771118,3.643890067905886e-06
dgv264dt,expfm_2g,42,0,870072320,1998.600341796875,446.3115234375,0.0006415779353119,0.0023695055861026,0.0021556946448981,0.0026423966046422,0.2897263467311859,19.229551315307617,1.1575431823730469,1.3113801287545355e-05
dgv264dt,expfm_2g,42,0,880066560,1983.054443359375,446.138671875,0.0059487172402441,0.0011122216237708,0.0009828815236687,0.0012797317467629,0.294138103723526,19.195804595947266,1.1726064682006836,2.383508763159625e-05
dgv264dt,expfm_2g,42,0,890060800,1993.822509765625,446.1650390625,0.0002299331972608,0.0006616178434342,0.0005455026985146,0.000827603333164,0.2968040108680725,18.59010124206543,1.152317762374878,1.4654674487246666e-05
dgv264dt,expfm_2g,42,0,900055040,1993.982421875,445.3916015625,0.0007874814327806,0.0004728708881884,0.0004004203365184,0.0005756905884481,0.2881602644920349,19.088054656982425,1.164973258972168,3.945122080040164e-05
dgv264dt,expfm_2g,42,0,910049280,1992.14599609375,446.220703125,0.0005952476058155,0.0007937224581837,0.0006841449066996,0.0009396425448358,0.2897754609584808,19.103479385375977,1.1596423387527466,1.5083509424584918e-05
dgv264dt,expfm_2g,42,0,920043520,1989.6650390625,445.7607421875,0.0001709376520011,0.0021011324133723,0.0019331395160406,0.0023235988337546,0.2891598343849182,19.13768768310547,1.170339822769165,2.643916377564892e-05
dgv264dt,expfm_2g,42,0,930037760,1999.418212890625,446.5927734375,0.0011359420605003,0.0002639746526256,0.0002038168313447,0.0003527779772412,0.282594621181488,19.780086517333984,1.167987823486328,5.7444854064669926e-06
dgv264dt,expfm_2g,42,0,940032000,1990.88623046875,444.7001953125,0.0001536901690997,0.0004087765701115,0.0003373538493178,0.0005112960934638,0.2897308766841888,18.60490226745605,1.1621360778808594,6.026984192430973e-05
dgv264dt,expfm_2g,42,0,950026240,1995.8505859375,446.826171875,0.0004914687597192,0.0035882655065506,0.0031954897567629,0.0040471265092492,0.2994728088378906,18.40271759033203,1.1622207164764404,2.255340632473235e-06
dgv264dt,expfm_2g,42,0,960020480,2001.894287109375,446.4013671875,0.0011953979264944,0.0003873973619192,0.0003167134418617,0.0004873356956522,0.2887855470180511,19.403173446655277,1.146142601966858,2.048375790764112e-05
dgv264dt,expfm_2g,42,0,970014720,1997.4476318359373,445.8388671875,0.0003984012582805,0.0003455801634117,0.0002674766001291,0.0004577595682349,0.2889343500137329,19.106306076049805,1.15245258808136,2.4548397050239142e-05
dgv264dt,expfm_2g,42,0,980008960,2002.06787109375,446.3828125,0.0002007973380386,0.0014276023721322,0.0011901413090527,0.0017324950313195,0.2811422348022461,19.535728454589844,1.136879801750183,1.8000888303504325e-05
dgv264dt,expfm_2g,42,0,990003200,2002.7816162109373,446.6064453125,0.0001928942656377,0.0004995341878384,0.0004158295923843,0.0006167977117002,0.2790400683879852,19.45046615600586,1.1462297439575195,5.960097951174248e-06
dgv264dt,expfm_2g,42,0,1000079360,1999.418701171875,446.083984375,0.0014618991408497,0.0008596527623012,0.000750066479668,0.0010134608019143,0.2805276215076446,19.796043395996094,1.1515722274780271,3.142889909213409e-05
dgv264dt,expfm_2g,42,0,1010073600,2006.90283203125,446.60546875,0.0021049892529845,0.000387733860407,0.0003103732597082,0.0004996023490093,0.2820576131343841,19.464710235595703,1.1409168243408203,6.613357527385233e-06
dgv264dt,expfm_2g,42,0,1020067840,2004.6912841796875,446.0458984375,0.0009381921263411,0.0010138296056538,0.0008976121316663,0.001164115499705,0.2805793583393097,19.64527702331543,1.1415810585021973,1.604861972737126e-05
dgv264dt,expfm_2g,42,0,1030062080,2008.047607421875,446.5986328125,0.0001584832352818,0.0005458105588331,0.0004607041191775,0.000662398932036,0.2806839346885681,19.75019645690918,1.1306161880493164,8.283776878670324e-06
dgv264dt,expfm_2g,42,0,1040056320,2006.330810546875,446.837890625,0.0037342621944844,0.0009617599425837,0.0007832631235942,0.0011810378637164,0.2894222736358642,19.286052703857425,1.1456623077392578,0.0
dgv264dt,expfm_2g,42,0,1050050560,2006.665283203125,446.8349609375,9.467214840697125e-05,0.0004004038055427,0.0003089279634878,0.0005375164910219,0.279640793800354,19.733436584472656,1.1475489139556885,2.026063384619192e-06
dgv264dt,expfm_2g,42,0,1060044800,2002.4083251953125,446.5224609375,0.0010845437645912,0.0003758775710593,0.0002893549681175,0.0005014072521589,0.2886801064014435,18.253582000732425,1.138141632080078,8.95063658390427e-06
dgv264dt,expfm_2g,42,0,1070039040,1994.6256103515625,446.8349609375,0.0015265116235241,0.0005212443065829,0.0004422308993525,0.0006305351271294,0.2960419952869415,18.9576416015625,1.159792423248291,2.160536496376153e-06
dgv264dt,expfm_2g,42,0,1080033280,2002.27294921875,445.4580078125,0.0013454223517328,0.000342759565683,0.0002638074511196,0.0004590210155583,0.2883840799331665,19.63678359985352,1.1504645347595217,4.3166994146304205e-05
dgv264dt,expfm_2g,42,0,1090027520,2007.259521484375,446.140625,0.0002220642199972,0.0028468761593103,0.002500772010535,0.0032588324975222,0.286768764257431,19.21541786193848,1.1362876892089844,2.218551526311785e-05
dgv264dt,expfm_2g,42,0,1100021760,2002.1435546875,445.83984375,0.0004432600107975,0.0021177686285227,0.001885384437628,0.0024315626360476,0.2857325077056885,19.105640411376957,1.144181489944458,2.7881073037860915e-05
dgv264dt,expfm_2g,42,0,1110016000,2004.1053466796875,446.408203125,0.0013625815045088,0.0003909086226485,0.000321516796248,0.0004884981317445,0.2826540470123291,19.855173110961918,1.144465446472168,1.3193515769671649e-05
dgv264dt,expfm_2g,42,0,1120010240,2007.487548828125,446.83203125,0.0009263143874704,0.0004151333414483,0.000343589897966,0.0005168849020265,0.2772174775600433,19.714649200439453,1.1276907920837402,4.544142029772047e-06
dgv264dt,expfm_2g,42,0,1130004480,2010.7159423828125,446.484375,0.0001793732080841,0.0007066398975439,0.0005931754712946,0.0008600633591413,0.2841026782989502,19.483470916748047,1.1313670873641968,2.3818596673663706e-05
dgv264dt,expfm_2g,42,0,1140080640,2000.2598876953125,446.1796875,0.0001469923445256,0.0004177700029686,0.0003219954669475,0.000559359032195,0.2936764061450958,18.6479606628418,1.144346833229065,1.4751689377590084e-05
dgv264dt,expfm_2g,42,0,1150074880,1999.078857421875,445.2373046875,0.0008498475071974,0.0004372598486952,0.0003645493707153,0.0005444857524707,0.2830927968025207,19.455307006835938,1.1345162391662598,5.219800368649885e-05
dgv264dt,expfm_2g,42,0,1160069120,2005.064697265625,446.837890625,0.0001460759085603,0.0007168864831328,0.0005903005949221,0.0008984404266811,0.2933122813701629,18.79177474975586,1.1504757404327393,0.0
dgv264dt,expfm_2g,42,0,1170063360,2005.705810546875,446.833984375,0.0006365529261529,0.002225070958957,0.0019805806223303,0.0025238993111997,0.2818975746631622,19.662839889526367,1.145252704620361,2.2449712560046464e-06
dgv264dt,expfm_2g,42,0,1180057600,2003.90576171875,446.224609375,0.0001231942442245,0.0003128643729723,0.0002420543896732,0.0004170791071373,0.272875040769577,20.338285446166992,1.1464816331863403,3.352671046741307e-05
dgv264dt,expfm_2g,42,0,1190051840,2010.89990234375,446.384765625,0.0007717499393038,0.000301364227198,0.0002312899450771,0.0004031723365187,0.2730737924575805,19.971698760986328,1.1239564418792725,1.0690650015021674e-05
dgv264dt,expfm_2g,42,0,1200046080,2007.662841796875,446.556640625,0.0002805984113365,0.0005514583317562,0.0004748103965539,0.000655589159578,0.2754164338111877,20.36902618408203,1.1325985193252563,6.602604116778821e-06
dgv264dt,expfm_2g,42,0,1210040320,2008.57666015625,446.39453125,9.81710181804374e-05,0.0006077346624806,0.0005106210010126,0.0007439540349878,0.2728144526481628,20.07034111022949,1.1376005411148071,1.0077215847559272e-05
dgv264dt,expfm_2g,42,0,1220034560,1991.62060546875,446.037109375,8.719258767087013e-05,0.0004176689544692,0.0003392354701645,0.0005270654801279,0.2733567357063293,20.34142303466797,1.1385750770568848,1.4514634131046478e-05
dgv264dt,expfm_2g,42,0,1230028800,2007.055908203125,445.830078125,0.0002007435832638,0.0009285158012062,0.0007806267240084,0.0011232247343286,0.2810702621936798,19.84960174560547,1.1395448446273804,3.6769186408491805e-05
dgv264dt,expfm_2g,42,0,1240023040,2010.5567626953125,446.5732421875,0.0001356169814243,0.0004782029718626,0.000389755499782,0.0006047686329111,0.2767484188079834,19.496915817260746,1.136878490447998,6.598394975299016e-06
dgv264dt,expfm_2g,42,0,1250017280,1994.5166015625,446.484375,0.0002165194164263,0.0010996116325259,0.0008481652475893,0.0014692088589072,0.2888824641704559,19.088022232055664,1.1542398929595947,2.3818596673663706e-05
dgv264dt,expfm_2g,42,0,1260011520,2010.710693359375,446.7529296875,8.057568629737943e-05,0.0003397394611965,0.0002613909018691,0.0004549926379695,0.2776943147182464,19.7291259765625,1.1330924034118652,9.38227185542928e-06
